% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=94337, Tue Nov 10 11:51:03 2020
1 11 -0.049862315799802034 -0.0063536334972353475 0.007692029652928287 0.03425099841089682 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
2 22 -0.06318578940109609 -0.013039686014869534 0.01417401249723344 0.058953757089352625 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
3 33 -0.06135193689312378 -0.016557911291995093 0.014363113247765638 0.07669456273552398 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
4 44 -0.09451104251913715 -0.022050753608633716 0.0220056025023427 0.10068577912270886 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
5 55 -0.08269722348747773 -0.02869351559085955 0.02244448125095947 0.11959478623666642 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
6 66 -0.11328018074171059 -0.02319022413801623 0.025875029625201044 0.1295424759089633 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
7 77 -0.11365733001934833 -0.02631152338223519 0.033465804713165404 0.1151270037929729 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
8 88 -0.10314041145516356 -0.026730060119437814 0.02800886799766423 0.1404333782177496 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
9 99 -0.13105676440795752 -0.031198616296457392 0.0517375286889578 0.1453877895915993 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
10 110 -0.15019762322903876 -0.038030288012411206 0.055311834405176376 0.16347605402534296 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
11 121 -0.14812464304514542 -0.035324779806078704 0.055036479070381714 0.1588339922481125 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
12 132 -0.17485280272911824 -0.041464469328845864 0.042116632198290906 0.14205578307784342 0.945204010821676 0.9733244772678192 0.9828305662346943 0.9890539921292565 0.9945578974622211 1.0001243515070855 1.0026725177647786 1.0039464031626544 1.0095396934941163 1.0162615517729112 1.029701725970515 1.048878854587718
13 143 -0.18757823274854363 -0.042804000859661934 0.05003351553153636 0.15334398633311166 0.8363736554295469 0.8586570946467588 0.8943488554809278 0.911423697755586 0.934002729501679 0.992172286056259 1.0031803963725303 1.0176787201744528 1.0295910822718775 1.0735979740161357 1.1502017975121317 1.2240063968719594
14 154 -0.2093452749753226 -0.03467580528394493 0.04380576682259514 0.16868460950279593 0.8363736554295469 0.8586570946467588 0.8943488554809278 0.911423697755586 0.934002729501679 0.992172286056259 1.0031803963725303 1.0176787201744528 1.0295910822718775 1.0735979740161357 1.1502017975121317 1.2240063968719594
15 165 -0.22429264067650126 -0.03138559201223115 0.047949063137610944 0.1724406037278364 0.8363736554295469 0.8586570946467588 0.8943488554809278 0.911423697755586 0.934002729501679 0.992172286056259 1.0031803963725303 1.0176787201744528 1.0295910822718775 1.0735979740161357 1.1502017975121317 1.2240063968719594
