% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=94337, Tue Nov 10 11:51:03 2020, <python>{}</python>
1 11 0.4446762957330064 0 0 0.4444635505827618 0.44582802519833464 0.4311076526333582 0.4438954658907693 0.4443588575185904 0.44797329059254226 0.43043123745098355 0.4435146230663306 0.44467050651262235 0.4360790146638582 0.444878505053125 0.4355717060741426
2 22 0.42612746492906634 0 0 0.42823228509071465 0.4310525752572746 0.4117009850428463 0.4251348181909305 0.4200645868893385 0.4301122727667193 0.4070663645185619 0.4233750632382528 0.42167540010566884 0.4126956907790592 0.4222503430673185 0.4120201715723993
3 33 0.39721928942053997 0 0 0.39957312643906395 0.4015416175170199 0.3809430523908373 0.3805339554949406 0.39294288784398385 0.39755570578209126 0.3793517293913063 0.39710162285140976 0.3900950520457947 0.380427707581589 0.38478013625437835 0.384501807046098
4 44 0.36298376885413464 0 0 0.3686167079256139 0.3675340501984927 0.34507382447104046 0.34269672821972347 0.3605917471777586 0.3648157053512556 0.3430615250775534 0.370044780338299 0.35745720170953704 0.34181512715756895 0.35539743076859354 0.33901620971526875
5 55 0.3401446306701479 0 0 0.3419666100908363 0.3447207337481387 0.32060802791915866 0.3224333510416234 0.33615566902718863 0.3469693605578442 0.3169006510354487 0.3384812376715591 0.3319379436603972 0.3209229065721118 0.33220212257481985 0.3156965886812746
6 66 0.3258541932197093 0 0 0.32551393969812287 0.3275944555409984 0.31349091256447503 0.31022839201630575 0.3147889745223483 0.3345994754358028 0.3030570650617804 0.3229206337188464 0.3152271047285698 0.3020574128726554 0.31525260987662485 0.3035414423127512
7 77 0.2938445431556112 0 0 0.2928367061962978 0.295394168509785 0.2802539472732299 0.28035105813217515 0.27749720207831235 0.30146916938790996 0.27033925344606424 0.2910405346717681 0.2845399602218267 0.26415018390424405 0.2777675846820615 0.2716159052857121
8 88 0.2810821451458956 0 0 0.2770570770252709 0.28002146101314457 0.26516299548436456 0.2681045417999989 0.2635450681911659 0.2881915272947357 0.2570098157721288 0.2773881783037343 0.2727602782910957 0.24613221452757789 0.2666572826225413 0.2594877235112884
9 99 0.2896521375707883 0 0 0.29248844331062035 0.28744522086544405 0.2725302375585295 0.2794745452094772 0.27250489553276325 0.2969515557067939 0.2638735309085992 0.28127992642424465 0.2779373915778358 0.25738656821007816 0.2774875765353871 0.26672187785874174
10 110 0.29401947514059085 0 0 0.2981391068907144 0.29042742343731465 0.2738772668393468 0.28603234360094376 0.27443561860085014 0.30150609557628916 0.2601040036106127 0.28296864578844155 0.28354699599302746 0.25838158132402705 0.28631746076821823 0.2702886436694274
11 121 0.27562269678611 0 0 0.2805797945512662 0.2674176074184813 0.25546559524018886 0.2630746534034925 0.25822383658691606 0.28061986286244844 0.24452917230739765 0.26189604164166214 0.26472298172092606 0.2370973046250721 0.2635069224062274 0.2510499254795561
12 132 0.2708827993487472 0 0 0.2788943981710987 0.2591045550478018 0.249692986770988 0.2569766310098194 0.2525493611422349 0.27542185091837934 0.23475987502302292 0.2563981453482131 0.2586730949200667 0.2335273164772331 0.2548445586421036 0.2448073352107759
13 143 0.2699532724452584 0 0 0.2717976751229015 0.25819053297146705 0.24847835191798312 0.254368355756203 0.24726352976873645 0.27513808674456147 0.2299845490268269 0.25625513528827154 0.2596315571368983 0.23615905342654064 0.2507196738281492 0.24093254148560725
14 154 0.2546305802558704 0 0 0.2569516252157368 0.24400019567415374 0.23617970321846962 0.2401303051250067 0.23343301347933348 0.25472528044924525 0.21394879949710763 0.23988976209461046 0.23964813051700884 0.21749519478658372 0.23521739567528957 0.22597820583296838
15 165 0.2290124387557387 0 0 0.2287069055967205 0.2178855013552308 0.21115119531187923 0.21605838808443634 0.20690592387525247 0.22846816506331669 0.19151641451127466 0.21488560891319336 0.21145962565952095 0.19528496980483756 0.20653719633182635 0.20293949634104416
16 176 0.2155626701124269 0 0 0.21052579978076374 0.2026925686714 0.2006043960615237 0.20171397033364974 0.19549474922937904 0.21671769099503074 0.17939640723320158 0.19884052051412646 0.19713841934503587 0.1837653376589329 0.19389425534050733 0.19324382929833003
17 187 0.20754322198902672 0 0 0.1969930507576289 0.1955721122997782 0.19902653933639067 0.19329991993505244 0.18651678644241532 0.20361579909561492 0.17250666332559839 0.19145852647271414 0.18539201198363348 0.17664194181187315 0.19180424452495703 0.18774605106947817
18 198 0.20211090961379252 0 0 0.1929510687766655 0.18583306265712027 0.1879105957145309 0.18414865935505384 0.18269063189960955 0.1980220676106042 0.16797175297395375 0.18790449503326448 0.17858532547952255 0.1748445828116724 0.18919996838849007 0.18208218346533983
19 209 0.1844840345729946 0 0 0.17614526532413866 0.16440279587970372 0.1731514288234974 0.16562422604127686 0.16619969369353577 0.1797528132339278 0.15313694364948918 0.16998760591310574 0.16291427356180302 0.1584644325723728 0.173388707647803 0.1635883433707328
20 220 0.1755857376766612 0 0 0.16903224380862258 0.15482469140056107 0.1617710771427626 0.15791717458096338 0.15892481236603062 0.1655653132676929 0.14369188019679174 0.16326078482843814 0.15468851688186777 0.14709654332261746 0.16693071716681923 0.1572137816739293
21 231 0.15996643070007835 0 0 0.151028459702562 0.14040145319588274 0.14739326420964494 0.14148961309641542 0.14466869584662295 0.15169294972667433 0.13062115649542924 0.14631488182017857 0.1375250557207534 0.13330218645917433 0.15198322046388496 0.14380330089357174
